what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1444060101347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060105491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060126510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060134039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060136183
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1444060136332
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1444060136441
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1444060138582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060139393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060140423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060140742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060151537
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1444060152368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1444060152667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1444060153086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060160939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060161123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060161239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060165077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444060165385
